commodity,date,title,description,source,text
bajra,2026-05-29 15:10:15+00:00,Tantrum of a problem child might cool India's economic engine,"The IMD has retained its forecast for a below-normal monsoon in 2026, with El Nino expected to dominate the June-September season and rainfall likely at 90% of the long-term average. An HDFC report warns this could hurt farm output, raise food inflation and w…",The Times of India,"Tantrum of a problem child might cool India's economic engine The IMD has retained its forecast for a below-normal monsoon in 2026, with El Nino expected to dominate the June-September season and rainfall likely at 90% of the long-term average. An HDFC report warns this could hurt farm output, raise food inflation and w…"
millets,2026-06-23 03:05:33+00:00,"Iron Deficiency in Women: Diagnosis, Diet and Treatment in India","Iron deficiency in women in India affects energy and health. Learn causes, diagnosis, diet, treatment, and when to seek care.",Oneindia.com,"Iron Deficiency in Women: Diagnosis, Diet and Treatment in India Iron deficiency in women in India affects energy and health. Learn causes, diagnosis, diet, treatment, and when to seek care."
millets,2026-06-22 11:13:32+00:00,Editorial. Monsoon worries,"Centre, States, banks should be geared up",BusinessLine,"Editorial. Monsoon worries Centre, States, banks should be geared up"
millets,2026-06-18 14:48:46+00:00,ICAR Hyderabad develops seed coating technology to boost yield up to 37%,"ICAR Hyderabad's patented seed coating technology boosts crop yields by up to 37%, enhancing resilience and quality across various crops.",BusinessLine,"ICAR Hyderabad develops seed coating technology to boost yield up to 37% ICAR Hyderabad's patented seed coating technology boosts crop yields by up to 37%, enhancing resilience and quality across various crops."
millets,2026-06-18 08:58:39+00:00,Beyond Cli-Fi: Why Every Story is a Climate Change Story,"I started my second novel, The Emilys, with a single sentence: “What did I love about going to get the vaccine?” All I knew was that a mom was leaving her house before dawn. I knew she was so happy…",Lithub.com,"Beyond Cli-Fi: Why Every Story is a Climate Change Story I started my second novel, The Emilys, with a single sentence: “What did I love about going to get the vaccine?” All I knew was that a mom was leaving her house before dawn. I knew she was so happy…"
millets,2026-06-16 16:07:01+00:00,Soil health on the decline,Restoring it vital for improving farm productivity,BusinessLine,Soil health on the decline Restoring it vital for improving farm productivity
millets,2026-06-16 05:59:21+00:00,"64-year-old intern: Just like Robert De Niro in The Intern, this business guru with decades of company-building experience starts again; says, 'I don’t have...'","At 64, Otis D’Souza chose to become an intern, not out of financial need, but a desire for purpose and continued learning. He embraced the role without ego, listening and learning from younger colleagues, demonstrating that the pursuit of knowledge and engage…",The Times of India,"64-year-old intern: Just like Robert De Niro in The Intern, this business guru with decades of company-building experience starts again; says, 'I don’t have...' At 64, Otis D’Souza chose to become an intern, not out of financial need, but a desire for purpose and continued learning. He embraced the role without ego, listening and learning from younger colleagues, demonstrating that the pursuit of knowledge and engage…"
millets,2026-06-15 06:32:50+00:00,"Left aerospace job to sell millets: Today, her café makes Rs 1.44 crore a year & prevents 47 tonnes of waste","Aerospace engineer turned millet entrepreneur: An aerospace engineer left her career to open Cafe Aarambh in Ahmedabad, a zero-waste establishment championing millets and local produce. This sustainable venture reportedly earns Rs 12 lakh monthly while divert…",The Times of India,"Left aerospace job to sell millets: Today, her café makes Rs 1.44 crore a year & prevents 47 tonnes of waste Aerospace engineer turned millet entrepreneur: An aerospace engineer left her career to open Cafe Aarambh in Ahmedabad, a zero-waste establishment championing millets and local produce. This sustainable venture reportedly earns Rs 12 lakh monthly while divert…"
millets,2026-06-14 17:54:15+00:00,NFHS-6: Obesity scale tilts heavily against women,"With 43% of urban women now obese, NFHS-6 data reveals a crisis with a distinctly female face, fuelled by structural inequalities and poor diet",BusinessLine,"NFHS-6: Obesity scale tilts heavily against women With 43% of urban women now obese, NFHS-6 data reveals a crisis with a distinctly female face, fuelled by structural inequalities and poor diet"
millets,2026-06-12 16:02:58+00:00,How to address the agricultural issues due to El Nino in India this year,Only short-term planning will not work; we need to have a medium as well as a long-term plan looking into climate as a core pillar,BusinessLine,How to address the agricultural issues due to El Nino in India this year Only short-term planning will not work; we need to have a medium as well as a long-term plan looking into climate as a core pillar
millets,2026-06-09 08:58:29+00:00,Lauren Acompora 7 Books About Deep Human-Animal Connections,"From birth, we’re surrounded by animals. We cling to stuffed animal friends, wear clothing adorned with bunnies and bears, and listen to stories of anthropomorphized creatures. The first books we encounter, too, are often tributes to animals. As a child,",Lithub.com,"Lauren Acompora 7 Books About Deep Human-Animal Connections From birth, we’re surrounded by animals. We cling to stuffed animal friends, wear clothing adorned with bunnies and bears, and listen to stories of anthropomorphized creatures. The first books we encounter, too, are often tributes to animals. As a child,"
millets,2026-06-09 08:58:29+00:00,Lauren Acampora Recommends 7 Books About Deep Human-Animal Connections,"From birth, we’re surrounded by animals. We cling to stuffed animal friends, wear clothing adorned with bunnies and bears, and listen to stories of anthropomorphized creatures. The first books we encounter, too, are often tributes to animals. As a child,",Lithub.com,"Lauren Acampora Recommends 7 Books About Deep Human-Animal Connections From birth, we’re surrounded by animals. We cling to stuffed animal friends, wear clothing adorned with bunnies and bears, and listen to stories of anthropomorphized creatures. The first books we encounter, too, are often tributes to animals. As a child,"
millets,2026-06-09 01:34:35+00:00,BRICS+ agriculture beyond borders: Trade and resilience for a food-secure world,"Leveraging shared knowledge and innovation, the group aims to boost farmer incomes and rural development.",The Times of India,"BRICS+ agriculture beyond borders: Trade and resilience for a food-secure world Leveraging shared knowledge and innovation, the group aims to boost farmer incomes and rural development."
millets,2026-06-08 13:26:30+00:00,Science at scale: India’s journey from food security to global leadership,"Driven by farmer hard work, scientific innovation, and visionary leadership, the nation has seen unprecedented investment and landmark reforms, strengthening farmers' welfare and competitiveness, says Shivraj Singh Chouhan.",The Times of India,"Science at scale: India’s journey from food security to global leadership Driven by farmer hard work, scientific innovation, and visionary leadership, the nation has seen unprecedented investment and landmark reforms, strengthening farmers' welfare and competitiveness, says Shivraj Singh Chouhan."
millets,2026-06-07 17:17:57+00:00,"Dhanawali – the Pune village that time, and the state, forgot","Home to around 600 people from Mahadev Koli tribe, Dhanawali is a tribal hamlet perched in the Sahyadri ranges",The Indian Express,"Dhanawali – the Pune village that time, and the state, forgot Home to around 600 people from Mahadev Koli tribe, Dhanawali is a tribal hamlet perched in the Sahyadri ranges"
millets,2026-06-06 19:40:16+00:00,181 Maha blocks highly vulnerable to agri stress as El Nino threat looms over kharif season,"Maharashtra report flags 181 of 353 blocks highly vulnerable to low rainfall as El Nino looms; urges millets/pulses, fodder banks, and block-level forecasts for kharif.",The Times of India,"181 Maha blocks highly vulnerable to agri stress as El Nino threat looms over kharif season Maharashtra report flags 181 of 353 blocks highly vulnerable to low rainfall as El Nino looms; urges millets/pulses, fodder banks, and block-level forecasts for kharif."
millets,2026-06-05 17:57:29+00:00,India's nutrition challenge goes beyond affordabilit,"Indians are eating poorly despite earning more. Low-quality cereals fill plates, while proteins, vegetables, and fruits are lacking. This affects both the poor and the rich. Even affluent urban dwellers consume unhealthy processed foods. India faces a double …",The Times of India,"India's nutrition challenge goes beyond affordabilit Indians are eating poorly despite earning more. Low-quality cereals fill plates, while proteins, vegetables, and fruits are lacking. This affects both the poor and the rich. Even affluent urban dwellers consume unhealthy processed foods. India faces a double …"
millets,2026-06-03 09:50:34+00:00,"As El Niño threatens monsoon, farmer groups promote millets, mulching and drip irrigation","The Union Ministry of Agriculture has prepared a list of 10,000 farmer-producer organisations (FPO) that have adopted climate-resilient farming practices and are cultivating drought-resistant crops.",The Indian Express,"As El Niño threatens monsoon, farmer groups promote millets, mulching and drip irrigation The Union Ministry of Agriculture has prepared a list of 10,000 farmer-producer organisations (FPO) that have adopted climate-resilient farming practices and are cultivating drought-resistant crops."
millets,2026-06-03 09:03:58+00:00,"WMO warns of strong El Niño risk; India braces for weaker monsoon, hotter June",The World Meteorological Organization warns of developing El Niño conditions. This raises the risk of global weather disruptions and extreme climate events. India faces concerns of weaker monsoons and higher temperatures. The agriculture ministry is reviewing…,The Times of India,"WMO warns of strong El Niño risk; India braces for weaker monsoon, hotter June The World Meteorological Organization warns of developing El Niño conditions. This raises the risk of global weather disruptions and extreme climate events. India faces concerns of weaker monsoons and higher temperatures. The agriculture ministry is reviewing…"
millets,2026-06-02 14:23:18+00:00,Food Is The New Prescription: Madhavbaug’s FoodRx Turns The Indian Thali Into Medicine,Food Is The New Prescription: Madhavbaug’s FoodRx Turns The Indian Thali Into Medicine,BusinessLine,Food Is The New Prescription: Madhavbaug’s FoodRx Turns The Indian Thali Into Medicine Food Is The New Prescription: Madhavbaug’s FoodRx Turns The Indian Thali Into Medicine
